fixation_counter	text_id	simulation_id	foveal_word	foveal_word_index	foveal_word_frequency	foveal_word_predictability	foveal_word_length	foveal_word_threshold	stimulus	trial_words	eye_position	attentional_width	saccade_type	saccade_error	saccade_distance	saccade_cause	recognition_cycle	cycle_of_recognition	fixation_duration	recognized_word_at_foveal_position	recognized_words
63	3	0	de	66	6.1362194129	0	2	0.5	nada de extraño en esto	['se', 'usa', 'más', 'como', 'el', 'de', 'hígado', 'de', 'bacalao', 'no', 'quise', 'consultar', 'obras', 'especializadas', 'pero', 'volví', 'al', 'día', 'siguiente', 'al', 'jardin', 'des', 'plantes', 'empecé', 'a', 'ir', 'todas', 'las', 'mañanas', 'a', 'veces', 'de', 'mañana', 'y', 'de', 'tarde', 'el', 'guardián', 'de', 'los', 'acuarios', 'sonreía', 'perplejo', 'al', 'recibir', 'el', 'billete', 'me', 'apoyaba', 'en', 'la', 'barra', 'de', 'hierro', 'que', 'bordea', 'los', 'acuarios', 'y', 'me', 'ponía', 'a', 'mirarlos', 'no', 'hay', 'nada', 'de', 'extraño', 'en', 'esto', 'porque', 'desde', 'un', 'primer', 'momento', 'comprendí', 'que', 'estábamos', 'vinculados', 'que', 'algo', 'infinitamente', 'perdido', 'y', 'distante', 'seguía', 'sin', 'embargo']	5	5.0	regression	0.22828789715843079	-2.771712102841569	0	0.0	"[ 3  5  0  6  4  1  0  0  4  1  1  6  3  7  0  3 11  0  7  0  1  0 11  1
  6  0  1  2  0  2  2  1  1  1  2  1  1  2  0  0  8  4  4  0  3  1  1  1
  4  6  0  6  8  0  2  2  8  6  8  0  4  2  1  1  0  2  0  4  7  3  1  3
  0  3  5  5  9  5  4  9  1 -1  1  1  7  4  0  2]"	225	de	"['se' 'usa' 'más' 'como' 'el' 'de' 'hígado' 'de' 'bacalao' 'no' 'quise'
 'consultar' 'obras' 'especializadas' 'pero' 'volví' 'al' 'día'
 'siguiente' 'al' 'jardin' 'des' 'plantes' 'empecé' 'a' 'ir' 'todas' 'las'
 'mañanas' 'a' 'veces' 'de' 'mañana' 'y' 'de' 'tarde' 'el' 'guardián' 'de'
 'los' 'acuarios' 'sonreía' 'perplejo' 'al' 'recibir' 'el' 'billete' 'la'
 'apoyaba' 'en' 'la' 'barra' 'de' 'hierro' 'que' 'bordea' 'que' 'acuarios'
 'y' 'me' 'ponía' 'a' 'mirarlos' 'no' 'hay' 'nada' 'de' 'extraño' 'en'
 'esto' 'porque' 'desde' 'un' 'primer' 'momento' 'comprendí' 'que'
 'estábamos' 'vinculados' 'que' 'algo' None 'perdido' 'y' 'distante'
 'seguía' 'sin' 'embargo']"
64	3	0	esto	69	5.1265080439	0	4	0.5	en esto porque desde un	['se', 'usa', 'más', 'como', 'el', 'de', 'hígado', 'de', 'bacalao', 'no', 'quise', 'consultar', 'obras', 'especializadas', 'pero', 'volví', 'al', 'día', 'siguiente', 'al', 'jardin', 'des', 'plantes', 'empecé', 'a', 'ir', 'todas', 'las', 'mañanas', 'a', 'veces', 'de', 'mañana', 'y', 'de', 'tarde', 'el', 'guardián', 'de', 'los', 'acuarios', 'sonreía', 'perplejo', 'al', 'recibir', 'el', 'billete', 'me', 'apoyaba', 'en', 'la', 'barra', 'de', 'hierro', 'que', 'bordea', 'los', 'acuarios', 'y', 'me', 'ponía', 'a', 'mirarlos', 'no', 'hay', 'nada', 'de', 'extraño', 'en', 'esto', 'porque', 'desde', 'un', 'primer', 'momento', 'comprendí', 'que', 'estábamos', 'vinculados', 'que', 'algo', 'infinitamente', 'perdido', 'y', 'distante', 'seguía', 'sin', 'embargo']	3	4.0	wordskip	-2.465714737044821	12.53428526295518	1	3.0	"[ 3  5  0  6  4  1  0  0  4  1  1  6  3  7  0  3 11  0  7  0  1  0 11  1
  6  0  1  2  0  2  2  1  1  1  2  1  1  2  0  0  8  4  4  0  3  1  1  1
  4  6  0  6  8  0  2  2  8  6  8  0  4  2  1  1  0  2  0  4  7  3  1  3
  0  3  5  5  9  5  4  9  1 -1  1  1  7  4  0  2]"	225	esto	"['se' 'usa' 'más' 'como' 'el' 'de' 'hígado' 'de' 'bacalao' 'no' 'quise'
 'consultar' 'obras' 'especializadas' 'pero' 'volví' 'al' 'día'
 'siguiente' 'al' 'jardin' 'des' 'plantes' 'empecé' 'a' 'ir' 'todas' 'las'
 'mañanas' 'a' 'veces' 'de' 'mañana' 'y' 'de' 'tarde' 'el' 'guardián' 'de'
 'los' 'acuarios' 'sonreía' 'perplejo' 'al' 'recibir' 'el' 'billete' 'la'
 'apoyaba' 'en' 'la' 'barra' 'de' 'hierro' 'que' 'bordea' 'que' 'acuarios'
 'y' 'me' 'ponía' 'a' 'mirarlos' 'no' 'hay' 'nada' 'de' 'extraño' 'en'
 'esto' 'porque' 'desde' 'un' 'primer' 'momento' 'comprendí' 'que'
 'estábamos' 'vinculados' 'que' 'algo' None 'perdido' 'y' 'distante'
 'seguía' 'sin' 'embargo']"
65	3	0	porque	70	4.8454019398	0	6	0.5	esto porque desde un primer	['se', 'usa', 'más', 'como', 'el', 'de', 'hígado', 'de', 'bacalao', 'no', 'quise', 'consultar', 'obras', 'especializadas', 'pero', 'volví', 'al', 'día', 'siguiente', 'al', 'jardin', 'des', 'plantes', 'empecé', 'a', 'ir', 'todas', 'las', 'mañanas', 'a', 'veces', 'de', 'mañana', 'y', 'de', 'tarde', 'el', 'guardián', 'de', 'los', 'acuarios', 'sonreía', 'perplejo', 'al', 'recibir', 'el', 'billete', 'me', 'apoyaba', 'en', 'la', 'barra', 'de', 'hierro', 'que', 'bordea', 'los', 'acuarios', 'y', 'me', 'ponía', 'a', 'mirarlos', 'no', 'hay', 'nada', 'de', 'extraño', 'en', 'esto', 'porque', 'desde', 'un', 'primer', 'momento', 'comprendí', 'que', 'estábamos', 'vinculados', 'que', 'algo', 'infinitamente', 'perdido', 'y', 'distante', 'seguía', 'sin', 'embargo']	8	4.5	forward	0.01912807194982088	7.019128071949821	0	1.0	"[ 3  5  0  6  4  1  0  0  4  1  1  6  3  7  0  3 11  0  7  0  1  0 11  1
  6  0  1  2  0  2  2  1  1  1  2  1  1  2  0  0  8  4  4  0  3  1  1  1
  4  6  0  6  8  0  2  2  8  6  8  0  4  2  1  1  0  2  0  4  7  3  1  3
  0  3  5  5  9  5  4  9  1 -1  1  1  7  4  0  2]"	225	porque	"['se' 'usa' 'más' 'como' 'el' 'de' 'hígado' 'de' 'bacalao' 'no' 'quise'
 'consultar' 'obras' 'especializadas' 'pero' 'volví' 'al' 'día'
 'siguiente' 'al' 'jardin' 'des' 'plantes' 'empecé' 'a' 'ir' 'todas' 'las'
 'mañanas' 'a' 'veces' 'de' 'mañana' 'y' 'de' 'tarde' 'el' 'guardián' 'de'
 'los' 'acuarios' 'sonreía' 'perplejo' 'al' 'recibir' 'el' 'billete' 'la'
 'apoyaba' 'en' 'la' 'barra' 'de' 'hierro' 'que' 'bordea' 'que' 'acuarios'
 'y' 'me' 'ponía' 'a' 'mirarlos' 'no' 'hay' 'nada' 'de' 'extraño' 'en'
 'esto' 'porque' 'desde' 'un' 'primer' 'momento' 'comprendí' 'que'
 'estábamos' 'vinculados' 'que' 'algo' None 'perdido' 'y' 'distante'
 'seguía' 'sin' 'embargo']"
66	3	0	desde	71	4.4363853051	0	5	0.5	porque desde un primer momento	['se', 'usa', 'más', 'como', 'el', 'de', 'hígado', 'de', 'bacalao', 'no', 'quise', 'consultar', 'obras', 'especializadas', 'pero', 'volví', 'al', 'día', 'siguiente', 'al', 'jardin', 'des', 'plantes', 'empecé', 'a', 'ir', 'todas', 'las', 'mañanas', 'a', 'veces', 'de', 'mañana', 'y', 'de', 'tarde', 'el', 'guardián', 'de', 'los', 'acuarios', 'sonreía', 'perplejo', 'al', 'recibir', 'el', 'billete', 'me', 'apoyaba', 'en', 'la', 'barra', 'de', 'hierro', 'que', 'bordea', 'los', 'acuarios', 'y', 'me', 'ponía', 'a', 'mirarlos', 'no', 'hay', 'nada', 'de', 'extraño', 'en', 'esto', 'porque', 'desde', 'un', 'primer', 'momento', 'comprendí', 'que', 'estábamos', 'vinculados', 'que', 'algo', 'infinitamente', 'perdido', 'y', 'distante', 'seguía', 'sin', 'embargo']	10	5.0	forward	0.42776977341814937	6.42776977341815	0	3.0	"[ 3  5  0  6  4  1  0  0  4  1  1  6  3  7  0  3 11  0  7  0  1  0 11  1
  6  0  1  2  0  2  2  1  1  1  2  1  1  2  0  0  8  4  4  0  3  1  1  1
  4  6  0  6  8  0  2  2  8  6  8  0  4  2  1  1  0  2  0  4  7  3  1  3
  0  3  5  5  9  5  4  9  1 -1  1  1  7  4  0  2]"	200	desde	"['se' 'usa' 'más' 'como' 'el' 'de' 'hígado' 'de' 'bacalao' 'no' 'quise'
 'consultar' 'obras' 'especializadas' 'pero' 'volví' 'al' 'día'
 'siguiente' 'al' 'jardin' 'des' 'plantes' 'empecé' 'a' 'ir' 'todas' 'las'
 'mañanas' 'a' 'veces' 'de' 'mañana' 'y' 'de' 'tarde' 'el' 'guardián' 'de'
 'los' 'acuarios' 'sonreía' 'perplejo' 'al' 'recibir' 'el' 'billete' 'la'
 'apoyaba' 'en' 'la' 'barra' 'de' 'hierro' 'que' 'bordea' 'que' 'acuarios'
 'y' 'me' 'ponía' 'a' 'mirarlos' 'no' 'hay' 'nada' 'de' 'extraño' 'en'
 'esto' 'porque' 'desde' 'un' 'primer' 'momento' 'comprendí' 'que'
 'estábamos' 'vinculados' 'que' 'algo' None 'perdido' 'y' 'distante'
 'seguía' 'sin' 'embargo']"
67	3	0	primer	73	3.9726655923	0	6	0.5	un primer momento comprendí que	['se', 'usa', 'más', 'como', 'el', 'de', 'hígado', 'de', 'bacalao', 'no', 'quise', 'consultar', 'obras', 'especializadas', 'pero', 'volví', 'al', 'día', 'siguiente', 'al', 'jardin', 'des', 'plantes', 'empecé', 'a', 'ir', 'todas', 'las', 'mañanas', 'a', 'veces', 'de', 'mañana', 'y', 'de', 'tarde', 'el', 'guardián', 'de', 'los', 'acuarios', 'sonreía', 'perplejo', 'al', 'recibir', 'el', 'billete', 'me', 'apoyaba', 'en', 'la', 'barra', 'de', 'hierro', 'que', 'bordea', 'los', 'acuarios', 'y', 'me', 'ponía', 'a', 'mirarlos', 'no', 'hay', 'nada', 'de', 'extraño', 'en', 'esto', 'porque', 'desde', 'un', 'primer', 'momento', 'comprendí', 'que', 'estábamos', 'vinculados', 'que', 'algo', 'infinitamente', 'perdido', 'y', 'distante', 'seguía', 'sin', 'embargo']	6	5.0	wordskip	0.04995702941853	8.04995702941853	1	3.0	"[ 3  5  0  6  4  1  0  0  4  1  1  6  3  7  0  3 11  0  7  0  1  0 11  1
  6  0  1  2  0  2  2  1  1  1  2  1  1  2  0  0  8  4  4  0  3  1  1  1
  4  6  0  6  8  0  2  2  8  6  8  0  4  2  1  1  0  2  0  4  7  3  1  3
  0  3  5  5  9  5  4  9  1 -1  1  1  7  4  0  2]"	250	primer	"['se' 'usa' 'más' 'como' 'el' 'de' 'hígado' 'de' 'bacalao' 'no' 'quise'
 'consultar' 'obras' 'especializadas' 'pero' 'volví' 'al' 'día'
 'siguiente' 'al' 'jardin' 'des' 'plantes' 'empecé' 'a' 'ir' 'todas' 'las'
 'mañanas' 'a' 'veces' 'de' 'mañana' 'y' 'de' 'tarde' 'el' 'guardián' 'de'
 'los' 'acuarios' 'sonreía' 'perplejo' 'al' 'recibir' 'el' 'billete' 'la'
 'apoyaba' 'en' 'la' 'barra' 'de' 'hierro' 'que' 'bordea' 'que' 'acuarios'
 'y' 'me' 'ponía' 'a' 'mirarlos' 'no' 'hay' 'nada' 'de' 'extraño' 'en'
 'esto' 'porque' 'desde' 'un' 'primer' 'momento' 'comprendí' 'que'
 'estábamos' 'vinculados' 'que' 'algo' None 'perdido' 'y' 'distante'
 'seguía' 'sin' 'embargo']"
68	3	0	primer	73	3.9726655923	0	6	0.5	un primer momento comprendí que	['se', 'usa', 'más', 'como', 'el', 'de', 'hígado', 'de', 'bacalao', 'no', 'quise', 'consultar', 'obras', 'especializadas', 'pero', 'volví', 'al', 'día', 'siguiente', 'al', 'jardin', 'des', 'plantes', 'empecé', 'a', 'ir', 'todas', 'las', 'mañanas', 'a', 'veces', 'de', 'mañana', 'y', 'de', 'tarde', 'el', 'guardián', 'de', 'los', 'acuarios', 'sonreía', 'perplejo', 'al', 'recibir', 'el', 'billete', 'me', 'apoyaba', 'en', 'la', 'barra', 'de', 'hierro', 'que', 'bordea', 'los', 'acuarios', 'y', 'me', 'ponía', 'a', 'mirarlos', 'no', 'hay', 'nada', 'de', 'extraño', 'en', 'esto', 'porque', 'desde', 'un', 'primer', 'momento', 'comprendí', 'que', 'estábamos', 'vinculados', 'que', 'algo', 'infinitamente', 'perdido', 'y', 'distante', 'seguía', 'sin', 'embargo']	6	5.0		-0.18097339585457822	-6.180973395854578	0		"[ 3  5  0  6  4  1  0  0  4  1  1  6  3  7  0  3 11  0  7  0  1  0 11  1
  6  0  1  2  0  2  2  1  1  1  2  1  1  2  0  0  8  4  4  0  3  1  1  1
  4  6  0  6  8  0  2  2  8  6  8  0  4  2  1  1  0  2  0  4  7  3  1  3
  0  3  5  5  9  5  4  9  1 -1  1  1  7  4  0  2]"	325	primer	"['se' 'usa' 'más' 'como' 'el' 'de' 'hígado' 'de' 'bacalao' 'no' 'quise'
 'consultar' 'obras' 'especializadas' 'pero' 'volví' 'al' 'día'
 'siguiente' 'al' 'jardin' 'des' 'plantes' 'empecé' 'a' 'ir' 'todas' 'las'
 'mañanas' 'a' 'veces' 'de' 'mañana' 'y' 'de' 'tarde' 'el' 'guardián' 'de'
 'los' 'acuarios' 'sonreía' 'perplejo' 'al' 'recibir' 'el' 'billete' 'la'
 'apoyaba' 'en' 'la' 'barra' 'de' 'hierro' 'que' 'bordea' 'que' 'acuarios'
 'y' 'me' 'ponía' 'a' 'mirarlos' 'no' 'hay' 'nada' 'de' 'extraño' 'en'
 'esto' 'porque' 'desde' 'un' 'primer' 'momento' 'comprendí' 'que'
 'estábamos' 'vinculados' 'que' 'algo' None 'perdido' 'y' 'distante'
 'seguía' 'sin' 'embargo']"
69	3	0	primer	73	3.9726655923	0	6	0.5	un primer momento comprendí que	['se', 'usa', 'más', 'como', 'el', 'de', 'hígado', 'de', 'bacalao', 'no', 'quise', 'consultar', 'obras', 'especializadas', 'pero', 'volví', 'al', 'día', 'siguiente', 'al', 'jardin', 'des', 'plantes', 'empecé', 'a', 'ir', 'todas', 'las', 'mañanas', 'a', 'veces', 'de', 'mañana', 'y', 'de', 'tarde', 'el', 'guardián', 'de', 'los', 'acuarios', 'sonreía', 'perplejo', 'al', 'recibir', 'el', 'billete', 'me', 'apoyaba', 'en', 'la', 'barra', 'de', 'hierro', 'que', 'bordea', 'los', 'acuarios', 'y', 'me', 'ponía', 'a', 'mirarlos', 'no', 'hay', 'nada', 'de', 'extraño', 'en', 'esto', 'porque', 'desde', 'un', 'primer', 'momento', 'comprendí', 'que', 'estábamos', 'vinculados', 'que', 'algo', 'infinitamente', 'perdido', 'y', 'distante', 'seguía', 'sin', 'embargo']	6	5.0		-0.5009716133502689	-6.500971613350269	0		"[ 3  5  0  6  4  1  0  0  4  1  1  6  3  7  0  3 11  0  7  0  1  0 11  1
  6  0  1  2  0  2  2  1  1  1  2  1  1  2  0  0  8  4  4  0  3  1  1  1
  4  6  0  6  8  0  2  2  8  6  8  0  4  2  1  1  0  2  0  4  7  3  1  3
  0  3  5  5  9  5  4  9  1 -1  1  1  7  4  0  2]"	225	primer	"['se' 'usa' 'más' 'como' 'el' 'de' 'hígado' 'de' 'bacalao' 'no' 'quise'
 'consultar' 'obras' 'especializadas' 'pero' 'volví' 'al' 'día'
 'siguiente' 'al' 'jardin' 'des' 'plantes' 'empecé' 'a' 'ir' 'todas' 'las'
 'mañanas' 'a' 'veces' 'de' 'mañana' 'y' 'de' 'tarde' 'el' 'guardián' 'de'
 'los' 'acuarios' 'sonreía' 'perplejo' 'al' 'recibir' 'el' 'billete' 'la'
 'apoyaba' 'en' 'la' 'barra' 'de' 'hierro' 'que' 'bordea' 'que' 'acuarios'
 'y' 'me' 'ponía' 'a' 'mirarlos' 'no' 'hay' 'nada' 'de' 'extraño' 'en'
 'esto' 'porque' 'desde' 'un' 'primer' 'momento' 'comprendí' 'que'
 'estábamos' 'vinculados' 'que' 'algo' None 'perdido' 'y' 'distante'
 'seguía' 'sin' 'embargo']"
70	3	0	un	72	5.7357377879	0	2	0.5	desde un primer momento comprendí	['se', 'usa', 'más', 'como', 'el', 'de', 'hígado', 'de', 'bacalao', 'no', 'quise', 'consultar', 'obras', 'especializadas', 'pero', 'volví', 'al', 'día', 'siguiente', 'al', 'jardin', 'des', 'plantes', 'empecé', 'a', 'ir', 'todas', 'las', 'mañanas', 'a', 'veces', 'de', 'mañana', 'y', 'de', 'tarde', 'el', 'guardián', 'de', 'los', 'acuarios', 'sonreía', 'perplejo', 'al', 'recibir', 'el', 'billete', 'me', 'apoyaba', 'en', 'la', 'barra', 'de', 'hierro', 'que', 'bordea', 'los', 'acuarios', 'y', 'me', 'ponía', 'a', 'mirarlos', 'no', 'hay', 'nada', 'de', 'extraño', 'en', 'esto', 'porque', 'desde', 'un', 'primer', 'momento', 'comprendí', 'que', 'estábamos', 'vinculados', 'que', 'algo', 'infinitamente', 'perdido', 'y', 'distante', 'seguía', 'sin', 'embargo']	6	5.0	regression	0.5201472413912807	-5.479852758608719	0	0.0	"[ 3  5  0  6  4  1  0  0  4  1  1  6  3  7  0  3 11  0  7  0  1  0 11  1
  6  0  1  2  0  2  2  1  1  1  2  1  1  2  0  0  8  4  4  0  3  1  1  1
  4  6  0  6  8  0  2  2  8  6  8  0  4  2  1  1  0  2  0  4  7  3  1  3
  0  3  5  5  9  5  4  9  1 -1  1  1  7  4  0  2]"	275	un	"['se' 'usa' 'más' 'como' 'el' 'de' 'hígado' 'de' 'bacalao' 'no' 'quise'
 'consultar' 'obras' 'especializadas' 'pero' 'volví' 'al' 'día'
 'siguiente' 'al' 'jardin' 'des' 'plantes' 'empecé' 'a' 'ir' 'todas' 'las'
 'mañanas' 'a' 'veces' 'de' 'mañana' 'y' 'de' 'tarde' 'el' 'guardián' 'de'
 'los' 'acuarios' 'sonreía' 'perplejo' 'al' 'recibir' 'el' 'billete' 'la'
 'apoyaba' 'en' 'la' 'barra' 'de' 'hierro' 'que' 'bordea' 'que' 'acuarios'
 'y' 'me' 'ponía' 'a' 'mirarlos' 'no' 'hay' 'nada' 'de' 'extraño' 'en'
 'esto' 'porque' 'desde' 'un' 'primer' 'momento' 'comprendí' 'que'
 'estábamos' 'vinculados' 'que' 'algo' None 'perdido' 'y' 'distante'
 'seguía' 'sin' 'embargo']"
71	3	0	comprendí	75	2.252853031	0	9	0.5	momento comprendí que estábamos vinculados	['se', 'usa', 'más', 'como', 'el', 'de', 'hígado', 'de', 'bacalao', 'no', 'quise', 'consultar', 'obras', 'especializadas', 'pero', 'volví', 'al', 'día', 'siguiente', 'al', 'jardin', 'des', 'plantes', 'empecé', 'a', 'ir', 'todas', 'las', 'mañanas', 'a', 'veces', 'de', 'mañana', 'y', 'de', 'tarde', 'el', 'guardián', 'de', 'los', 'acuarios', 'sonreía', 'perplejo', 'al', 'recibir', 'el', 'billete', 'me', 'apoyaba', 'en', 'la', 'barra', 'de', 'hierro', 'que', 'bordea', 'los', 'acuarios', 'y', 'me', 'ponía', 'a', 'mirarlos', 'no', 'hay', 'nada', 'de', 'extraño', 'en', 'esto', 'porque', 'desde', 'un', 'primer', 'momento', 'comprendí', 'que', 'estábamos', 'vinculados', 'que', 'algo', 'infinitamente', 'perdido', 'y', 'distante', 'seguía', 'sin', 'embargo']	9	4.0	wordskip	-3.3039974237384815	18.69600257626152	1	5.0	"[ 3  5  0  6  4  1  0  0  4  1  1  6  3  7  0  3 11  0  7  0  1  0 11  1
  6  0  1  2  0  2  2  1  1  1  2  1  1  2  0  0  8  4  4  0  3  1  1  1
  4  6  0  6  8  0  2  2  8  6  8  0  4  2  1  1  0  2  0  4  7  3  1  3
  0  3  5  5  9  5  4  9  1 -1  1  1  7  4  0  2]"	300	comprendí	"['se' 'usa' 'más' 'como' 'el' 'de' 'hígado' 'de' 'bacalao' 'no' 'quise'
 'consultar' 'obras' 'especializadas' 'pero' 'volví' 'al' 'día'
 'siguiente' 'al' 'jardin' 'des' 'plantes' 'empecé' 'a' 'ir' 'todas' 'las'
 'mañanas' 'a' 'veces' 'de' 'mañana' 'y' 'de' 'tarde' 'el' 'guardián' 'de'
 'los' 'acuarios' 'sonreía' 'perplejo' 'al' 'recibir' 'el' 'billete' 'la'
 'apoyaba' 'en' 'la' 'barra' 'de' 'hierro' 'que' 'bordea' 'que' 'acuarios'
 'y' 'me' 'ponía' 'a' 'mirarlos' 'no' 'hay' 'nada' 'de' 'extraño' 'en'
 'esto' 'porque' 'desde' 'un' 'primer' 'momento' 'comprendí' 'que'
 'estábamos' 'vinculados' 'que' 'algo' None 'perdido' 'y' 'distante'
 'seguía' 'sin' 'embargo']"
72	3	0	comprendí	75	2.252853031	0	9	0.5	momento comprendí que estábamos vinculados	['se', 'usa', 'más', 'como', 'el', 'de', 'hígado', 'de', 'bacalao', 'no', 'quise', 'consultar', 'obras', 'especializadas', 'pero', 'volví', 'al', 'día', 'siguiente', 'al', 'jardin', 'des', 'plantes', 'empecé', 'a', 'ir', 'todas', 'las', 'mañanas', 'a', 'veces', 'de', 'mañana', 'y', 'de', 'tarde', 'el', 'guardián', 'de', 'los', 'acuarios', 'sonreía', 'perplejo', 'al', 'recibir', 'el', 'billete', 'me', 'apoyaba', 'en', 'la', 'barra', 'de', 'hierro', 'que', 'bordea', 'los', 'acuarios', 'y', 'me', 'ponía', 'a', 'mirarlos', 'no', 'hay', 'nada', 'de', 'extraño', 'en', 'esto', 'porque', 'desde', 'un', 'primer', 'momento', 'comprendí', 'que', 'estábamos', 'vinculados', 'que', 'algo', 'infinitamente', 'perdido', 'y', 'distante', 'seguía', 'sin', 'embargo']	12	4.5	refixation	1.4534424630878524	2.4534424630878524	2		"[ 3  5  0  6  4  1  0  0  4  1  1  6  3  7  0  3 11  0  7  0  1  0 11  1
  6  0  1  2  0  2  2  1  1  1  2  1  1  2  0  0  8  4  4  0  3  1  1  1
  4  6  0  6  8  0  2  2  8  6  8  0  4  2  1  1  0  2  0  4  7  3  1  3
  0  3  5  5  9  5  4  9  1 -1  1  1  7  4  0  2]"	300	comprendí	"['se' 'usa' 'más' 'como' 'el' 'de' 'hígado' 'de' 'bacalao' 'no' 'quise'
 'consultar' 'obras' 'especializadas' 'pero' 'volví' 'al' 'día'
 'siguiente' 'al' 'jardin' 'des' 'plantes' 'empecé' 'a' 'ir' 'todas' 'las'
 'mañanas' 'a' 'veces' 'de' 'mañana' 'y' 'de' 'tarde' 'el' 'guardián' 'de'
 'los' 'acuarios' 'sonreía' 'perplejo' 'al' 'recibir' 'el' 'billete' 'la'
 'apoyaba' 'en' 'la' 'barra' 'de' 'hierro' 'que' 'bordea' 'que' 'acuarios'
 'y' 'me' 'ponía' 'a' 'mirarlos' 'no' 'hay' 'nada' 'de' 'extraño' 'en'
 'esto' 'porque' 'desde' 'un' 'primer' 'momento' 'comprendí' 'que'
 'estábamos' 'vinculados' 'que' 'algo' None 'perdido' 'y' 'distante'
 'seguía' 'sin' 'embargo']"
73	3	0	estábamos	77	3.7383841235	0	9	0.5	que estábamos vinculados que algo	['se', 'usa', 'más', 'como', 'el', 'de', 'hígado', 'de', 'bacalao', 'no', 'quise', 'consultar', 'obras', 'especializadas', 'pero', 'volví', 'al', 'día', 'siguiente', 'al', 'jardin', 'des', 'plantes', 'empecé', 'a', 'ir', 'todas', 'las', 'mañanas', 'a', 'veces', 'de', 'mañana', 'y', 'de', 'tarde', 'el', 'guardián', 'de', 'los', 'acuarios', 'sonreía', 'perplejo', 'al', 'recibir', 'el', 'billete', 'me', 'apoyaba', 'en', 'la', 'barra', 'de', 'hierro', 'que', 'bordea', 'los', 'acuarios', 'y', 'me', 'ponía', 'a', 'mirarlos', 'no', 'hay', 'nada', 'de', 'extraño', 'en', 'esto', 'porque', 'desde', 'un', 'primer', 'momento', 'comprendí', 'que', 'estábamos', 'vinculados', 'que', 'algo', 'infinitamente', 'perdido', 'y', 'distante', 'seguía', 'sin', 'embargo']	5	5.0	wordskip	-3.113197871935836	10.886802128064165	1	5.0	"[ 3  5  0  6  4  1  0  0  4  1  1  6  3  7  0  3 11  0  7  0  1  0 11  1
  6  0  1  2  0  2  2  1  1  1  2  1  1  2  0  0  8  4  4  0  3  1  1  1
  4  6  0  6  8  0  2  2  8  6  8  0  4  2  1  1  0  2  0  4  7  3  1  3
  0  3  5  5  9  5  4  9  1 -1  1  1  7  4  0  2]"	250	estábamos	"['se' 'usa' 'más' 'como' 'el' 'de' 'hígado' 'de' 'bacalao' 'no' 'quise'
 'consultar' 'obras' 'especializadas' 'pero' 'volví' 'al' 'día'
 'siguiente' 'al' 'jardin' 'des' 'plantes' 'empecé' 'a' 'ir' 'todas' 'las'
 'mañanas' 'a' 'veces' 'de' 'mañana' 'y' 'de' 'tarde' 'el' 'guardián' 'de'
 'los' 'acuarios' 'sonreía' 'perplejo' 'al' 'recibir' 'el' 'billete' 'la'
 'apoyaba' 'en' 'la' 'barra' 'de' 'hierro' 'que' 'bordea' 'que' 'acuarios'
 'y' 'me' 'ponía' 'a' 'mirarlos' 'no' 'hay' 'nada' 'de' 'extraño' 'en'
 'esto' 'porque' 'desde' 'un' 'primer' 'momento' 'comprendí' 'que'
 'estábamos' 'vinculados' 'que' 'algo' None 'perdido' 'y' 'distante'
 'seguía' 'sin' 'embargo']"
