fixation_counter	text_id	simulation_id	foveal_word	foveal_word_index	foveal_word_frequency	foveal_word_predictability	foveal_word_length	foveal_word_threshold	stimulus	trial_words	eye_position	attentional_width	saccade_type	saccade_error	saccade_distance	saccade_cause	recognition_cycle	cycle_of_recognition	fixation_duration	recognized_word_at_foveal_position	recognized_words
27	3	0	la	50	5.9425566546	0	2	0.3	en la barra de hierro	['se', 'usa', 'más', 'como', 'el', 'de', 'hígado', 'de', 'bacalao', 'no', 'quise', 'consultar', 'obras', 'especializadas', 'pero', 'volví', 'al', 'día', 'siguiente', 'al', 'jardin', 'des', 'plantes', 'empecé', 'a', 'ir', 'todas', 'las', 'mañanas', 'a', 'veces', 'de', 'mañana', 'y', 'de', 'tarde', 'el', 'guardián', 'de', 'los', 'acuarios', 'sonreía', 'perplejo', 'al', 'recibir', 'el', 'billete', 'me', 'apoyaba', 'en', 'la', 'barra', 'de', 'hierro', 'que', 'bordea', 'los', 'acuarios', 'y', 'me', 'ponía', 'a', 'mirarlos', 'no', 'hay', 'nada', 'de', 'extraño', 'en', 'esto', 'porque', 'desde', 'un', 'primer', 'momento', 'comprendí', 'que', 'estábamos', 'vinculados', 'que', 'algo', 'infinitamente', 'perdido', 'y', 'distante', 'seguía', 'sin', 'embargo']	4	5.0	wordskip	0.07358586021916308	8.073585860219163	1	0.0	"[1 2 0 0 0 0 0 4 0 1 0 5 0 2 6 0 0 0 0 6 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 1 0 7 1 0 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 3 0 2
 0 7 0 3 1 2 0 0 0 0 2 0 1 0]"	300	la	"['se' 'usa' 'más' 'como' 'el' 'de' 'hígado' 'de' 'bacalao' 'no' 'quise'
 'consultar' 'obras' 'especializadas' 'pero' 'volví' 'al' 'día'
 'siguiente' 'da' 'jardín' 'día' 'plantes' 'empecé' 'a' 'ir' 'todas' 'las'
 'mañanas' 'a' 'veces' 'de' 'mañanas' 'y' 'ya' 'tarde' 'el' 'guardián'
 'de' 'los' 'acuarios' 'sonreía' 'perplejo' 'al' 'perplejo' 'el' 'billete'
 'me' 'apoyaba' 'en' 'la' 'llama' 'de' 'dentro' 'que' 'quería' 'los'
 'mirarlos' 'y' 'yo' 'ponía' 'a' 'mirarlos' 'no' 'hay' 'haya' 'de'
 'destino' 'en' 'nada' 'porque' 'desde' 'un' 'primer' 'momento'
 'comprender' 'que' 'comprendí' 'vinculados' 'que' 'algo' 'infinitamente'
 'porque' 'y' 'distante' 'seguía' 'sin' 'embargo']"
28	3	0	de	52	6.1362194129	0	2	0.3	barra de hierro que bordea	['se', 'usa', 'más', 'como', 'el', 'de', 'hígado', 'de', 'bacalao', 'no', 'quise', 'consultar', 'obras', 'especializadas', 'pero', 'volví', 'al', 'día', 'siguiente', 'al', 'jardin', 'des', 'plantes', 'empecé', 'a', 'ir', 'todas', 'las', 'mañanas', 'a', 'veces', 'de', 'mañana', 'y', 'de', 'tarde', 'el', 'guardián', 'de', 'los', 'acuarios', 'sonreía', 'perplejo', 'al', 'recibir', 'el', 'billete', 'me', 'apoyaba', 'en', 'la', 'barra', 'de', 'hierro', 'que', 'bordea', 'los', 'acuarios', 'y', 'me', 'ponía', 'a', 'mirarlos', 'no', 'hay', 'nada', 'de', 'extraño', 'en', 'esto', 'porque', 'desde', 'un', 'primer', 'momento', 'comprendí', 'que', 'estábamos', 'vinculados', 'que', 'algo', 'infinitamente', 'perdido', 'y', 'distante', 'seguía', 'sin', 'embargo']	7	5.0	wordskip	0.5127797885301484	8.512779788530148	1	0.0	"[1 2 0 0 0 0 0 4 0 1 0 5 0 2 6 0 0 0 0 6 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 1 0 7 1 0 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 3 0 2
 0 7 0 3 1 2 0 0 0 0 2 0 1 0]"	250	de	"['se' 'usa' 'más' 'como' 'el' 'de' 'hígado' 'de' 'bacalao' 'no' 'quise'
 'consultar' 'obras' 'especializadas' 'pero' 'volví' 'al' 'día'
 'siguiente' 'da' 'jardín' 'día' 'plantes' 'empecé' 'a' 'ir' 'todas' 'las'
 'mañanas' 'a' 'veces' 'de' 'mañanas' 'y' 'ya' 'tarde' 'el' 'guardián'
 'de' 'los' 'acuarios' 'sonreía' 'perplejo' 'al' 'perplejo' 'el' 'billete'
 'me' 'apoyaba' 'en' 'la' 'llama' 'de' 'dentro' 'que' 'quería' 'los'
 'mirarlos' 'y' 'yo' 'ponía' 'a' 'mirarlos' 'no' 'hay' 'haya' 'de'
 'destino' 'en' 'nada' 'porque' 'desde' 'un' 'primer' 'momento'
 'comprender' 'que' 'comprendí' 'vinculados' 'que' 'algo' 'infinitamente'
 'porque' 'y' 'distante' 'seguía' 'sin' 'embargo']"
29	3	0	que	54	6.1476494312	0	3	0.3	hierro que bordea los acuarios	['se', 'usa', 'más', 'como', 'el', 'de', 'hígado', 'de', 'bacalao', 'no', 'quise', 'consultar', 'obras', 'especializadas', 'pero', 'volví', 'al', 'día', 'siguiente', 'al', 'jardin', 'des', 'plantes', 'empecé', 'a', 'ir', 'todas', 'las', 'mañanas', 'a', 'veces', 'de', 'mañana', 'y', 'de', 'tarde', 'el', 'guardián', 'de', 'los', 'acuarios', 'sonreía', 'perplejo', 'al', 'recibir', 'el', 'billete', 'me', 'apoyaba', 'en', 'la', 'barra', 'de', 'hierro', 'que', 'bordea', 'los', 'acuarios', 'y', 'me', 'ponía', 'a', 'mirarlos', 'no', 'hay', 'nada', 'de', 'extraño', 'en', 'esto', 'porque', 'desde', 'un', 'primer', 'momento', 'comprendí', 'que', 'estábamos', 'vinculados', 'que', 'algo', 'infinitamente', 'perdido', 'y', 'distante', 'seguía', 'sin', 'embargo']	7	5.0	wordskip	-1.443328897724439	8.556671102275562	1	0.0	"[1 2 0 0 0 0 0 4 0 1 0 5 0 2 6 0 0 0 0 6 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 1 0 7 1 0 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 3 0 2
 0 7 0 3 1 2 0 0 0 0 2 0 1 0]"	300	que	"['se' 'usa' 'más' 'como' 'el' 'de' 'hígado' 'de' 'bacalao' 'no' 'quise'
 'consultar' 'obras' 'especializadas' 'pero' 'volví' 'al' 'día'
 'siguiente' 'da' 'jardín' 'día' 'plantes' 'empecé' 'a' 'ir' 'todas' 'las'
 'mañanas' 'a' 'veces' 'de' 'mañanas' 'y' 'ya' 'tarde' 'el' 'guardián'
 'de' 'los' 'acuarios' 'sonreía' 'perplejo' 'al' 'perplejo' 'el' 'billete'
 'me' 'apoyaba' 'en' 'la' 'llama' 'de' 'dentro' 'que' 'quería' 'los'
 'mirarlos' 'y' 'yo' 'ponía' 'a' 'mirarlos' 'no' 'hay' 'haya' 'de'
 'destino' 'en' 'nada' 'porque' 'desde' 'un' 'primer' 'momento'
 'comprender' 'que' 'comprendí' 'vinculados' 'que' 'algo' 'infinitamente'
 'porque' 'y' 'distante' 'seguía' 'sin' 'embargo']"
30	3	0	los	56	5.4692519065	0	3	0.3	bordea los acuarios y me	['se', 'usa', 'más', 'como', 'el', 'de', 'hígado', 'de', 'bacalao', 'no', 'quise', 'consultar', 'obras', 'especializadas', 'pero', 'volví', 'al', 'día', 'siguiente', 'al', 'jardin', 'des', 'plantes', 'empecé', 'a', 'ir', 'todas', 'las', 'mañanas', 'a', 'veces', 'de', 'mañana', 'y', 'de', 'tarde', 'el', 'guardián', 'de', 'los', 'acuarios', 'sonreía', 'perplejo', 'al', 'recibir', 'el', 'billete', 'me', 'apoyaba', 'en', 'la', 'barra', 'de', 'hierro', 'que', 'bordea', 'los', 'acuarios', 'y', 'me', 'ponía', 'a', 'mirarlos', 'no', 'hay', 'nada', 'de', 'extraño', 'en', 'esto', 'porque', 'desde', 'un', 'primer', 'momento', 'comprendí', 'que', 'estábamos', 'vinculados', 'que', 'algo', 'infinitamente', 'perdido', 'y', 'distante', 'seguía', 'sin', 'embargo']	7	5.0	wordskip	-1.9828148635322929	10.017185136467708	1	0.0	"[1 2 0 0 0 0 0 4 0 1 0 5 0 2 6 0 0 0 0 6 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 1 0 7 1 0 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 3 0 2
 0 7 0 3 1 2 0 0 0 0 2 0 1 0]"	225	los	"['se' 'usa' 'más' 'como' 'el' 'de' 'hígado' 'de' 'bacalao' 'no' 'quise'
 'consultar' 'obras' 'especializadas' 'pero' 'volví' 'al' 'día'
 'siguiente' 'da' 'jardín' 'día' 'plantes' 'empecé' 'a' 'ir' 'todas' 'las'
 'mañanas' 'a' 'veces' 'de' 'mañanas' 'y' 'ya' 'tarde' 'el' 'guardián'
 'de' 'los' 'acuarios' 'sonreía' 'perplejo' 'al' 'perplejo' 'el' 'billete'
 'me' 'apoyaba' 'en' 'la' 'llama' 'de' 'dentro' 'que' 'quería' 'los'
 'mirarlos' 'y' 'yo' 'ponía' 'a' 'mirarlos' 'no' 'hay' 'haya' 'de'
 'destino' 'en' 'nada' 'porque' 'desde' 'un' 'primer' 'momento'
 'comprender' 'que' 'comprendí' 'vinculados' 'que' 'algo' 'infinitamente'
 'porque' 'y' 'distante' 'seguía' 'sin' 'embargo']"
31	3	0	y	58	5.8378257204	0	1	0.3	acuarios y me ponía a	['se', 'usa', 'más', 'como', 'el', 'de', 'hígado', 'de', 'bacalao', 'no', 'quise', 'consultar', 'obras', 'especializadas', 'pero', 'volví', 'al', 'día', 'siguiente', 'al', 'jardin', 'des', 'plantes', 'empecé', 'a', 'ir', 'todas', 'las', 'mañanas', 'a', 'veces', 'de', 'mañana', 'y', 'de', 'tarde', 'el', 'guardián', 'de', 'los', 'acuarios', 'sonreía', 'perplejo', 'al', 'recibir', 'el', 'billete', 'me', 'apoyaba', 'en', 'la', 'barra', 'de', 'hierro', 'que', 'bordea', 'los', 'acuarios', 'y', 'me', 'ponía', 'a', 'mirarlos', 'no', 'hay', 'nada', 'de', 'extraño', 'en', 'esto', 'porque', 'desde', 'un', 'primer', 'momento', 'comprendí', 'que', 'estábamos', 'vinculados', 'que', 'algo', 'infinitamente', 'perdido', 'y', 'distante', 'seguía', 'sin', 'embargo']	9	5.0	wordskip	-0.42500935853418675	12.574990641465813	1	0.0	"[1 2 0 0 0 0 0 4 0 1 0 5 0 2 6 0 0 0 0 6 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 1 0 7 1 0 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 3 0 2
 0 7 0 3 1 2 0 0 0 0 2 0 1 0]"	175	y	"['se' 'usa' 'más' 'como' 'el' 'de' 'hígado' 'de' 'bacalao' 'no' 'quise'
 'consultar' 'obras' 'especializadas' 'pero' 'volví' 'al' 'día'
 'siguiente' 'da' 'jardín' 'día' 'plantes' 'empecé' 'a' 'ir' 'todas' 'las'
 'mañanas' 'a' 'veces' 'de' 'mañanas' 'y' 'ya' 'tarde' 'el' 'guardián'
 'de' 'los' 'acuarios' 'sonreía' 'perplejo' 'al' 'perplejo' 'el' 'billete'
 'me' 'apoyaba' 'en' 'la' 'llama' 'de' 'dentro' 'que' 'quería' 'los'
 'mirarlos' 'y' 'yo' 'ponía' 'a' 'mirarlos' 'no' 'hay' 'haya' 'de'
 'destino' 'en' 'nada' 'porque' 'desde' 'un' 'primer' 'momento'
 'comprender' 'que' 'comprendí' 'vinculados' 'que' 'algo' 'infinitamente'
 'porque' 'y' 'distante' 'seguía' 'sin' 'embargo']"
32	3	0	ponía	60	2.6085260336	0	5	0.3	me ponía a mirarlos no	['se', 'usa', 'más', 'como', 'el', 'de', 'hígado', 'de', 'bacalao', 'no', 'quise', 'consultar', 'obras', 'especializadas', 'pero', 'volví', 'al', 'día', 'siguiente', 'al', 'jardin', 'des', 'plantes', 'empecé', 'a', 'ir', 'todas', 'las', 'mañanas', 'a', 'veces', 'de', 'mañana', 'y', 'de', 'tarde', 'el', 'guardián', 'de', 'los', 'acuarios', 'sonreía', 'perplejo', 'al', 'recibir', 'el', 'billete', 'me', 'apoyaba', 'en', 'la', 'barra', 'de', 'hierro', 'que', 'bordea', 'los', 'acuarios', 'y', 'me', 'ponía', 'a', 'mirarlos', 'no', 'hay', 'nada', 'de', 'extraño', 'en', 'esto', 'porque', 'desde', 'un', 'primer', 'momento', 'comprendí', 'que', 'estábamos', 'vinculados', 'que', 'algo', 'infinitamente', 'perdido', 'y', 'distante', 'seguía', 'sin', 'embargo']	6	5.0	wordskip	0.2637464723007422	7.263746472300742	1	0.0	"[1 2 0 0 0 0 0 4 0 1 0 5 0 2 6 0 0 0 0 6 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 1 0 7 1 0 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 3 0 2
 0 7 0 3 1 2 0 0 0 0 2 0 1 0]"	125	ponía	"['se' 'usa' 'más' 'como' 'el' 'de' 'hígado' 'de' 'bacalao' 'no' 'quise'
 'consultar' 'obras' 'especializadas' 'pero' 'volví' 'al' 'día'
 'siguiente' 'da' 'jardín' 'día' 'plantes' 'empecé' 'a' 'ir' 'todas' 'las'
 'mañanas' 'a' 'veces' 'de' 'mañanas' 'y' 'ya' 'tarde' 'el' 'guardián'
 'de' 'los' 'acuarios' 'sonreía' 'perplejo' 'al' 'perplejo' 'el' 'billete'
 'me' 'apoyaba' 'en' 'la' 'llama' 'de' 'dentro' 'que' 'quería' 'los'
 'mirarlos' 'y' 'yo' 'ponía' 'a' 'mirarlos' 'no' 'hay' 'haya' 'de'
 'destino' 'en' 'nada' 'porque' 'desde' 'un' 'primer' 'momento'
 'comprender' 'que' 'comprendí' 'vinculados' 'que' 'algo' 'infinitamente'
 'porque' 'y' 'distante' 'seguía' 'sin' 'embargo']"
33	3	0	mirarlos	62	1.9084850189	0	8	0.3	a mirarlos no hay nada	['se', 'usa', 'más', 'como', 'el', 'de', 'hígado', 'de', 'bacalao', 'no', 'quise', 'consultar', 'obras', 'especializadas', 'pero', 'volví', 'al', 'día', 'siguiente', 'al', 'jardin', 'des', 'plantes', 'empecé', 'a', 'ir', 'todas', 'las', 'mañanas', 'a', 'veces', 'de', 'mañana', 'y', 'de', 'tarde', 'el', 'guardián', 'de', 'los', 'acuarios', 'sonreía', 'perplejo', 'al', 'recibir', 'el', 'billete', 'me', 'apoyaba', 'en', 'la', 'barra', 'de', 'hierro', 'que', 'bordea', 'los', 'acuarios', 'y', 'me', 'ponía', 'a', 'mirarlos', 'no', 'hay', 'nada', 'de', 'extraño', 'en', 'esto', 'porque', 'desde', 'un', 'primer', 'momento', 'comprendí', 'que', 'estábamos', 'vinculados', 'que', 'algo', 'infinitamente', 'perdido', 'y', 'distante', 'seguía', 'sin', 'embargo']	5	5.0	wordskip	-0.8743792032172177	7.1256207967827825	1	0.0	"[1 2 0 0 0 0 0 4 0 1 0 5 0 2 6 0 0 0 0 6 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 1 0 7 1 0 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 3 0 2
 0 7 0 3 1 2 0 0 0 0 2 0 1 0]"	325	mirarlos	"['se' 'usa' 'más' 'como' 'el' 'de' 'hígado' 'de' 'bacalao' 'no' 'quise'
 'consultar' 'obras' 'especializadas' 'pero' 'volví' 'al' 'día'
 'siguiente' 'da' 'jardín' 'día' 'plantes' 'empecé' 'a' 'ir' 'todas' 'las'
 'mañanas' 'a' 'veces' 'de' 'mañanas' 'y' 'ya' 'tarde' 'el' 'guardián'
 'de' 'los' 'acuarios' 'sonreía' 'perplejo' 'al' 'perplejo' 'el' 'billete'
 'me' 'apoyaba' 'en' 'la' 'llama' 'de' 'dentro' 'que' 'quería' 'los'
 'mirarlos' 'y' 'yo' 'ponía' 'a' 'mirarlos' 'no' 'hay' 'haya' 'de'
 'destino' 'en' 'nada' 'porque' 'desde' 'un' 'primer' 'momento'
 'comprender' 'que' 'comprendí' 'vinculados' 'que' 'algo' 'infinitamente'
 'porque' 'y' 'distante' 'seguía' 'sin' 'embargo']"
34	3	0	mirarlos	62	1.9084850189	0	8	0.3	a mirarlos no hay nada	['se', 'usa', 'más', 'como', 'el', 'de', 'hígado', 'de', 'bacalao', 'no', 'quise', 'consultar', 'obras', 'especializadas', 'pero', 'volví', 'al', 'día', 'siguiente', 'al', 'jardin', 'des', 'plantes', 'empecé', 'a', 'ir', 'todas', 'las', 'mañanas', 'a', 'veces', 'de', 'mañana', 'y', 'de', 'tarde', 'el', 'guardián', 'de', 'los', 'acuarios', 'sonreía', 'perplejo', 'al', 'recibir', 'el', 'billete', 'me', 'apoyaba', 'en', 'la', 'barra', 'de', 'hierro', 'que', 'bordea', 'los', 'acuarios', 'y', 'me', 'ponía', 'a', 'mirarlos', 'no', 'hay', 'nada', 'de', 'extraño', 'en', 'esto', 'porque', 'desde', 'un', 'primer', 'momento', 'comprendí', 'que', 'estábamos', 'vinculados', 'que', 'algo', 'infinitamente', 'perdido', 'y', 'distante', 'seguía', 'sin', 'embargo']	2	5.0	refixation	1.4904248113445413	-3.5095751886554587	2		"[1 2 0 0 0 0 0 4 0 1 0 5 0 2 6 0 0 0 0 6 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 1 0 7 1 0 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 3 0 2
 0 7 0 3 1 2 0 0 0 0 2 0 1 0]"	225	mirarlos	"['se' 'usa' 'más' 'como' 'el' 'de' 'hígado' 'de' 'bacalao' 'no' 'quise'
 'consultar' 'obras' 'especializadas' 'pero' 'volví' 'al' 'día'
 'siguiente' 'da' 'jardín' 'día' 'plantes' 'empecé' 'a' 'ir' 'todas' 'las'
 'mañanas' 'a' 'veces' 'de' 'mañanas' 'y' 'ya' 'tarde' 'el' 'guardián'
 'de' 'los' 'acuarios' 'sonreía' 'perplejo' 'al' 'perplejo' 'el' 'billete'
 'me' 'apoyaba' 'en' 'la' 'llama' 'de' 'dentro' 'que' 'quería' 'los'
 'mirarlos' 'y' 'yo' 'ponía' 'a' 'mirarlos' 'no' 'hay' 'haya' 'de'
 'destino' 'en' 'nada' 'porque' 'desde' 'un' 'primer' 'momento'
 'comprender' 'que' 'comprendí' 'vinculados' 'que' 'algo' 'infinitamente'
 'porque' 'y' 'distante' 'seguía' 'sin' 'embargo']"
35	3	0	mirarlos	62	1.9084850189	0	8	0.3	a mirarlos no hay nada	['se', 'usa', 'más', 'como', 'el', 'de', 'hígado', 'de', 'bacalao', 'no', 'quise', 'consultar', 'obras', 'especializadas', 'pero', 'volví', 'al', 'día', 'siguiente', 'al', 'jardin', 'des', 'plantes', 'empecé', 'a', 'ir', 'todas', 'las', 'mañanas', 'a', 'veces', 'de', 'mañana', 'y', 'de', 'tarde', 'el', 'guardián', 'de', 'los', 'acuarios', 'sonreía', 'perplejo', 'al', 'recibir', 'el', 'billete', 'me', 'apoyaba', 'en', 'la', 'barra', 'de', 'hierro', 'que', 'bordea', 'los', 'acuarios', 'y', 'me', 'ponía', 'a', 'mirarlos', 'no', 'hay', 'nada', 'de', 'extraño', 'en', 'esto', 'porque', 'desde', 'un', 'primer', 'momento', 'comprendí', 'que', 'estábamos', 'vinculados', 'que', 'algo', 'infinitamente', 'perdido', 'y', 'distante', 'seguía', 'sin', 'embargo']	2	5.0	refixation	1.1197255824448227	-0.8802744175551773	2		"[1 2 0 0 0 0 0 4 0 1 0 5 0 2 6 0 0 0 0 6 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 1 0 7 1 0 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 3 0 2
 0 7 0 3 1 2 0 0 0 0 2 0 1 0]"	225	mirarlos	"['se' 'usa' 'más' 'como' 'el' 'de' 'hígado' 'de' 'bacalao' 'no' 'quise'
 'consultar' 'obras' 'especializadas' 'pero' 'volví' 'al' 'día'
 'siguiente' 'da' 'jardín' 'día' 'plantes' 'empecé' 'a' 'ir' 'todas' 'las'
 'mañanas' 'a' 'veces' 'de' 'mañanas' 'y' 'ya' 'tarde' 'el' 'guardián'
 'de' 'los' 'acuarios' 'sonreía' 'perplejo' 'al' 'perplejo' 'el' 'billete'
 'me' 'apoyaba' 'en' 'la' 'llama' 'de' 'dentro' 'que' 'quería' 'los'
 'mirarlos' 'y' 'yo' 'ponía' 'a' 'mirarlos' 'no' 'hay' 'haya' 'de'
 'destino' 'en' 'nada' 'porque' 'desde' 'un' 'primer' 'momento'
 'comprender' 'que' 'comprendí' 'vinculados' 'que' 'algo' 'infinitamente'
 'porque' 'y' 'distante' 'seguía' 'sin' 'embargo']"
36	3	0	a	61	5.984858421	0	1	0.3	ponía a mirarlos no hay	['se', 'usa', 'más', 'como', 'el', 'de', 'hígado', 'de', 'bacalao', 'no', 'quise', 'consultar', 'obras', 'especializadas', 'pero', 'volví', 'al', 'día', 'siguiente', 'al', 'jardin', 'des', 'plantes', 'empecé', 'a', 'ir', 'todas', 'las', 'mañanas', 'a', 'veces', 'de', 'mañana', 'y', 'de', 'tarde', 'el', 'guardián', 'de', 'los', 'acuarios', 'sonreía', 'perplejo', 'al', 'recibir', 'el', 'billete', 'me', 'apoyaba', 'en', 'la', 'barra', 'de', 'hierro', 'que', 'bordea', 'los', 'acuarios', 'y', 'me', 'ponía', 'a', 'mirarlos', 'no', 'hay', 'nada', 'de', 'extraño', 'en', 'esto', 'porque', 'desde', 'un', 'primer', 'momento', 'comprendí', 'que', 'estábamos', 'vinculados', 'que', 'algo', 'infinitamente', 'perdido', 'y', 'distante', 'seguía', 'sin', 'embargo']	6	5.0	regression	0.949661203881116	-1.0503387961188841	0	0.0	"[1 2 0 0 0 0 0 4 0 1 0 5 0 2 6 0 0 0 0 6 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 1 0 7 1 0 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 3 0 2
 0 7 0 3 1 2 0 0 0 0 2 0 1 0]"	350	a	"['se' 'usa' 'más' 'como' 'el' 'de' 'hígado' 'de' 'bacalao' 'no' 'quise'
 'consultar' 'obras' 'especializadas' 'pero' 'volví' 'al' 'día'
 'siguiente' 'da' 'jardín' 'día' 'plantes' 'empecé' 'a' 'ir' 'todas' 'las'
 'mañanas' 'a' 'veces' 'de' 'mañanas' 'y' 'ya' 'tarde' 'el' 'guardián'
 'de' 'los' 'acuarios' 'sonreía' 'perplejo' 'al' 'perplejo' 'el' 'billete'
 'me' 'apoyaba' 'en' 'la' 'llama' 'de' 'dentro' 'que' 'quería' 'los'
 'mirarlos' 'y' 'yo' 'ponía' 'a' 'mirarlos' 'no' 'hay' 'haya' 'de'
 'destino' 'en' 'nada' 'porque' 'desde' 'un' 'primer' 'momento'
 'comprender' 'que' 'comprendí' 'vinculados' 'que' 'algo' 'infinitamente'
 'porque' 'y' 'distante' 'seguía' 'sin' 'embargo']"
37	3	0	hay	64	4.994303952	0	3	0.3	no hay nada de extraño	['se', 'usa', 'más', 'como', 'el', 'de', 'hígado', 'de', 'bacalao', 'no', 'quise', 'consultar', 'obras', 'especializadas', 'pero', 'volví', 'al', 'día', 'siguiente', 'al', 'jardin', 'des', 'plantes', 'empecé', 'a', 'ir', 'todas', 'las', 'mañanas', 'a', 'veces', 'de', 'mañana', 'y', 'de', 'tarde', 'el', 'guardián', 'de', 'los', 'acuarios', 'sonreía', 'perplejo', 'al', 'recibir', 'el', 'billete', 'me', 'apoyaba', 'en', 'la', 'barra', 'de', 'hierro', 'que', 'bordea', 'los', 'acuarios', 'y', 'me', 'ponía', 'a', 'mirarlos', 'no', 'hay', 'nada', 'de', 'extraño', 'en', 'esto', 'porque', 'desde', 'un', 'primer', 'momento', 'comprendí', 'que', 'estábamos', 'vinculados', 'que', 'algo', 'infinitamente', 'perdido', 'y', 'distante', 'seguía', 'sin', 'embargo']	3	4.0	wordskip	-2.366077888641471	12.63392211135853	1	0.0	"[1 2 0 0 0 0 0 4 0 1 0 5 0 2 6 0 0 0 0 6 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 1 0 7 1 0 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 3 0 2
 0 7 0 3 1 2 0 0 0 0 2 0 1 0]"	175	hay	"['se' 'usa' 'más' 'como' 'el' 'de' 'hígado' 'de' 'bacalao' 'no' 'quise'
 'consultar' 'obras' 'especializadas' 'pero' 'volví' 'al' 'día'
 'siguiente' 'da' 'jardín' 'día' 'plantes' 'empecé' 'a' 'ir' 'todas' 'las'
 'mañanas' 'a' 'veces' 'de' 'mañanas' 'y' 'ya' 'tarde' 'el' 'guardián'
 'de' 'los' 'acuarios' 'sonreía' 'perplejo' 'al' 'perplejo' 'el' 'billete'
 'me' 'apoyaba' 'en' 'la' 'llama' 'de' 'dentro' 'que' 'quería' 'los'
 'mirarlos' 'y' 'yo' 'ponía' 'a' 'mirarlos' 'no' 'hay' 'haya' 'de'
 'destino' 'en' 'nada' 'porque' 'desde' 'un' 'primer' 'momento'
 'comprender' 'que' 'comprendí' 'vinculados' 'que' 'algo' 'infinitamente'
 'porque' 'y' 'distante' 'seguía' 'sin' 'embargo']"
